time,binanceXRPUSDTbidMax,binanceXRPUSDTsellMin,nicehashXRPUSDTbidMax,nicehashXRPUSDTsellMin,okxXRPUSDTXRP-USDTbidMax,okxXRPUSDTXRP-USDTsellMin,bitstampXRPUSDTbidMax,bitstampXRPUSDTsellMin,krakenXRPUSDTbidMax,krakenXRPUSDTsellMin,cryptoXRPUSDTbidMax,cryptoXRPUSDTsellMin,
14 March 2023 05:43:21,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:21,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:22,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:22,0.3683,0.3684,0.36785,0.3688,0.36891,0.3683,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:23,0.3683,0.3684,0.36785,0.3688,0.36891,0.3683,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:23,0.3683,0.3684,0.36785,0.3688,0.36891,0.3683,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:23,0.3683,0.3684,0.36785,0.3688,0.36891,0.3683,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:23,0.3683,0.3684,0.36785,0.3688,0.36891,0.36832,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:23,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:24,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:24,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:24,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:24,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:25,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:25,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:25,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:25,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:26,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:26,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:26,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:26,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:27,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:27,0.3683,0.3684,0.36785,0.3688,0.36891,0.36831,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
14 March 2023 05:43:27,0.3683,0.3684,0.36785,0.3688,0.36891,0.3683,0.36903,0.36857,0.37009,0.36786,0.369,0.36821,
